源文件名,中文字符串,Chinese string
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光动态标准片起始位置（相对于近原点基材边），单位：毫米，浮点数。,"The starting position of the laser dynamic standard film (relative to the substrate edge near the origin), unit: mm, floating point number."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光动态标准片结束位置（相对于近原点基材边），单位：毫米，浮点数。,"The end position of the laser dynamic standard film (relative to the substrate edge near the origin), unit: mm, floating point number."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,测零时是否允许重置激光，是：True，否：False。,"Whether to allow laser resetting when measuring zero, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,是否开启激光差值滤波，是：True，否：False。,"Whether to enable laser difference filtering, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光差值滤波次数，正整数。,"Laser difference filtering times, a positive integer."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光是否过滤无效数据，是：True，否：False。,"Whether the laser filters invalid data, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,无效数据过滤取样宽度，单位：毫米，浮点数。,"Invalid data filtering sampling width, unit: mm, floating point number."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光跟踪与警报只参考负向数据，是：True，否：False。,"Laser tracking and alarm only refer to negative data, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光膜区补偿值，数组，英文逗号隔开。,"Laser film area compensation value, array, separated by commas."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,"激光分区补偿值,以‘;’隔开膜区，以‘,’隔开分区，如：‘0,1;3’代表第一膜区第二分区补偿1，第二膜区第一分区补偿3。","Laser partition compensation value, with ';' separating film areas and ',' separating partitions, such as '0,1;3' means compensation 1 for the second partition of the first film area and compensation 3 for the first partition of the second film area."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光通道是否使用涂层边进行校验而不是基材边进行校验，是：True，否：False。,"Whether the laser channel uses the coating side for calibration instead of the substrate side, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,界面显示参数,Interface display parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光单面校验允许修正的最大B值修正量，浮点数。,"The maximum B value correction allowed for single-sided laser calibration, a floating point number."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,界面显示参数,Interface display parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光双面校验允许修正的最大B值修正量，浮点数。,"The maximum B value correction allowed for laser double-sided calibration, a floating point number."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,是否允许开启激光横向N点平滑算法进行滤波，是：True，否：False。,"Whether to enable the laser lateral N-point smoothing algorithm for filtering, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,参与一次激光平滑运算的数据点的一阶差分序列的上限，即要求参与平滑运算的相邻两个数据值不能差异太大，如果大于等于此上限则放弃此次滤波运算，保持数据原始值。此参数仅应用于横向N点平滑。,"The upper limit of the first-order difference sequence of the data points participating in a laser smoothing operation, that is, the difference between the two adjacent data values participating in the smoothing operation cannot be too large. If it is greater than or equal to this upper limit, the filtering operation is abandoned and the original data value is maintained. This parameter is only applied to horizontal N-point smoothing."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,横向平滑系数数组，定义每个点由多少个点计算而来及权重系数，浮点数。,"Array of horizontal smoothing coefficients, defining how many points each point is calculated from and the weight coefficient, floating point number."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,是否允许使用激光横向滤波算法2（膜区均值+系数），是：True，否：False。,"Whether to allow the use of laser lateral filtering algorithm 2 (membrane area mean + coefficient), yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,"激光横向滤波算法2（膜区均值+系数）系数，浮点数，(0,1]","Laser lateral filtering algorithm 2 (membrane area mean + coefficient) coefficient, floating point number, (0,1]"
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,是否允许激光使用横向滤波算法3（膜区多项式趋势+系数），是：True，否：False。,"Whether to allow the laser to use lateral filtering algorithm 3 (membrane area polynomial trend + coefficient), yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光横向滤波算法3（膜区多项式趋势+系数）多项式次方数，正整数,"Laser lateral filtering algorithm 3 (film area polynomial trend + coefficient) polynomial power, positive integer"
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,"激光横向滤波算法3（膜区多项式趋势+系数）系数，原值占比，浮点数，[0,1]","Laser lateral filtering algorithm 3 (film area polynomial trend + coefficient) coefficient, original value ratio, floating point number, [0,1]"
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,是否允许开启纵向N点平滑算法进行滤波，是：True，否：False。,"Whether to enable the vertical N-point smoothing algorithm for filtering, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,纵向N点平滑的权值数组，每个<double>代表一趟数据对应位置的权值，第一个元素代表离当前趟最远的一趟的权值。有几个元素就有几趟的数据参与运算（包含当前趟）。,"The weight array of N-point vertical smoothing, each <double> represents the weight of a trip corresponding to the position, the first element represents the weight of the trip farthest from the current trip. There are as many elements as there are trips of data involved in the calculation (including the current trip)."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,参与一次激光平滑运算的数据点的极差的上限，即要求参与平滑运算的数据值不能波动太大，如果大于等于此上限则放弃此次滤波运算，保持数据原始值。此参数同时应用于纵向N点平滑和纵向单值滤波。,"The upper limit of the range of the data points involved in a laser smoothing operation, that is, the data value involved in the smoothing operation should not fluctuate too much. If it is greater than or equal to this upper limit, the filtering operation is abandoned and the original data value is maintained. This parameter is applied to both longitudinal N-point smoothing and longitudinal single-value filtering."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,在当涂布时，是否允许开启激光纵向N点平滑算法进行滤波，是：True，否：False。注意，仅在开启纵向平滑时该参数才有效，不区分是否削薄区数据。,"When coating, whether to enable the laser longitudinal N-point smoothing algorithm for filtering, yes: True, no: False. Note that this parameter is only valid when longitudinal smoothing is enabled, regardless of whether the thinning area data is used."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,是否允许开启提取削薄区用纵向N点平滑算法进行滤波，是：True，否：False。,"Whether to enable the extraction of thinning areas and filter them using the longitudinal N-point smoothing algorithm, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,提取激光削薄区用纵向N点平滑的权值数组，每个<double>代表一趟数据对应位置的权值，第一个元素代表离当前趟最远的一趟的权值。有几个元素就有几趟的数据参与运算（包含当前趟）。,Extract the weight array of N-point longitudinal smoothing of the laser thinning area. Each <double> represents the weight of a data position. The first element represents the weight of the farthest data from the current data. The number of elements is the number of data involved in the calculation (including the current data).
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光削薄区参与一次平滑运算的数据点的极差的上限，即要求参与平滑运算的数据值不能波动太大，如果大于等于此上限则放弃此次滤波运算，保持数据原始值。此参数同时应用于纵向N点平滑和纵向单值滤波。,"The upper limit of the range of the data points participating in the smoothing operation in the laser thinning area, that is, the data value participating in the smoothing operation should not fluctuate too much. If it is greater than or equal to this upper limit, the filtering operation is abandoned and the original data value is maintained. This parameter is applied to both longitudinal N-point smoothing and longitudinal single-value filtering."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,是否允许激光使用纵向单值滤波算法，是：True，否：False。,"Whether to allow the laser to use the longitudinal single value filtering algorithm, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,"激光纵向单值滤波算法系数，该系数应用于单值，浮点数，[0,1)","Laser longitudinal single-value filtering algorithm coefficient, this coefficient is applied to single value, floating point number, [0,1)"
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,是否允许激光削薄区使用纵向单值滤波算法，是：True，否：False。,"Whether to allow the laser thinning area to use the longitudinal single-value filtering algorithm, yes: True, no: False."
\KFCK.ThicknessMeter.Shared\AppSettings.cs,激光参数,Laser parameters
\KFCK.ThicknessMeter.Shared\AppSettings.cs,"激光削薄区纵向单值滤波算法系数，该系数应用于单值，浮点数，[0,1)","The coefficient of the laser thinning area longitudinal single-value filtering algorithm. This coefficient is applied to single values, floating point numbers, [0,1)"
